InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country,SourceYear,IsCancelled,Year,Month,YearMonth,DayOfWeek,Hour,Revenue
569469,23300,GARDENERS KNEELING PAD CUP OF TEA ,8,2011-10-04 12:22:00,1.65,16360.0,United Kingdom,2010-2011,False,2011,10,2011-10,Tuesday,12,13.2
572513,85035A,GARDENIA 3 WICK MORRIS BOXED CANDLE,3,2011-10-24 14:36:00,1.25,16728.0,United Kingdom,2010-2011,False,2011,10,2011-10,Monday,14,3.75
518560,84880,WHITE WIRE EGG HOLDER,3,2010-08-10 10:14:00,5.95,12745.0,United Kingdom,2009-2010,False,2010,8,2010-08,Tuesday,10,17.85
508642,22083,PAPER CHAIN KIT RETRO SPOT,1,2010-05-17 15:27:00,2.95,14078.0,United Kingdom,2009-2010,False,2010,5,2010-05,Monday,15,2.95
562708,21164,HOME SWEET HOME METAL SIGN ,3,2011-08-08 14:15:00,2.95,17085.0,United Kingdom,2010-2011,False,2011,8,2011-08,Monday,14,8.850000000000001
578121,23439,HAND WARMER RED LOVE HEART,12,2011-11-23 10:23:00,2.1,14547.0,United Kingdom,2010-2011,False,2011,11,2011-11,Wednesday,10,25.200000000000003
502840,17129C,SKY BLUE COLOUR GLASS GEMS IN BAG,2,2010-03-28 13:18:00,0.85,15068.0,United Kingdom,2009-2010,False,2010,3,2010-03,Sunday,13,1.7
539593,21877,HOME SWEET HOME MUG,12,2010-12-20 13:31:00,1.25,13319.0,United Kingdom,2010-2011,False,2010,12,2010-12,Monday,13,15.0
542617,22586,FELTCRAFT HAIRBAND PINK AND BLUE,2,2011-01-30 15:48:00,0.85,17463.0,United Kingdom,2010-2011,False,2011,1,2011-01,Sunday,15,1.7
505168,84673A,PINK FLY SWAT,24,2010-04-20 12:48:00,0.65,14156.0,EIRE,2009-2010,False,2010,4,2010-04,Tuesday,12,15.600000000000001
566733,22960,JAM MAKING SET WITH JARS,6,2011-09-14 13:54:00,4.25,15103.0,United Kingdom,2010-2011,False,2011,9,2011-09,Wednesday,13,25.5
504394,21777,RECIPE BOX WITH METAL HEART,4,2010-04-13 11:43:00,7.95,14040.0,United Kingdom,2009-2010,False,2010,4,2010-04,Tuesday,11,31.8
539653,82613C,"METAL SIGN,CUPCAKE SINGLE HOOK",20,2010-12-20 16:50:00,0.42,13564.0,United Kingdom,2010-2011,False,2010,12,2010-12,Monday,16,8.4
540681,22208,WOOD STAMP SET THANK YOU,2,2011-01-10 16:25:00,1.66,,United Kingdom,2010-2011,False,2011,1,2011-01,Monday,16,3.32
561025,23309,SET OF 60 I LOVE LONDON CAKE CASES ,1,2011-07-24 10:37:00,0.55,16241.0,United Kingdom,2010-2011,False,2011,7,2011-07,Sunday,10,0.55
532419,22603,CHRISTMAS RETROSPOT TREE WOOD,1,2010-11-12 09:18:00,1.66,,United Kingdom,2009-2010,False,2010,11,2010-11,Friday,9,1.66
536627,22783,SET 3 WICKER OVAL BASKETS W LIDS,1,2010-12-02 10:53:00,19.95,15658.0,United Kingdom,2009-2010,False,2010,12,2010-12,Thursday,10,19.95
553890,72800E,4 IVORY DINNER CANDLES SILVER FLOCK,1,2011-05-19 16:32:00,3.29,,United Kingdom,2010-2011,False,2011,5,2011-05,Thursday,16,3.29
578233,23542,WALL ART 70'S ALPHABET ,2,2011-11-23 12:20:00,8.25,14049.0,United Kingdom,2010-2011,False,2011,11,2011-11,Wednesday,12,16.5
489520,35071,ASSORTED SANTA CHRISTMAS DECORATION,12,2009-12-01 11:41:00,0.85,14911.0,EIRE,2009-2010,False,2009,12,2009-12,Tuesday,11,10.2
514499,21124,SET/10 BLUE SPOTTY PARTY CANDLES,1,2010-07-04 10:55:00,1.25,14896.0,United Kingdom,2009-2010,False,2010,7,2010-07,Sunday,10,1.25
494868,82482,WOODEN PICTURE FRAME WHITE FINISH,9,2010-01-19 12:13:00,2.55,17706.0,United Kingdom,2009-2010,False,2010,1,2010-01,Tuesday,12,22.95
581143,23249,VINTAGE RED ENAMEL TRIM PLATE,1,2011-12-07 13:46:00,1.65,17490.0,United Kingdom,2010-2011,False,2011,12,2011-12,Wednesday,13,1.65
573388,23294,SET OF 6 SNACK LOAF BAKING CASES,16,2011-10-30 14:44:00,0.83,14895.0,United Kingdom,2010-2011,False,2011,10,2011-10,Sunday,14,13.28
500336,62095B,TURQOISE ICE CREAM SUNHAT,3,2010-03-07 13:48:00,1.69,17589.0,United Kingdom,2009-2010,False,2010,3,2010-03,Sunday,13,5.07
509019,20828,GLITTER BUTTERFLY CLIPS,1,2010-05-19 14:10:00,2.55,13610.0,United Kingdom,2009-2010,False,2010,5,2010-05,Wednesday,14,2.55
514097,85099B,JUMBO BAG RED RETROSPOT,3,2010-06-30 12:27:00,4.21,,United Kingdom,2009-2010,False,2010,6,2010-06,Wednesday,12,12.629999999999999
573876,22667,RECIPE BOX RETROSPOT ,3,2011-11-01 12:48:00,2.95,16360.0,United Kingdom,2010-2011,False,2011,11,2011-11,Tuesday,12,8.850000000000001
501045,21383,PACK OF 12 STICKY BUNNIES,24,2010-03-12 10:33:00,0.65,14745.0,United Kingdom,2009-2010,False,2010,3,2010-03,Friday,10,15.600000000000001
550541,21188,3D HEARTS  HONEYCOMB PAPER GARLAND,1,2011-04-19 11:33:00,5.79,,United Kingdom,2010-2011,False,2011,4,2011-04,Tuesday,11,5.79
565741,71459,HANGING JAM JAR T-LIGHT HOLDERS,96,2011-09-06 12:32:00,0.72,15189.0,United Kingdom,2010-2011,False,2011,9,2011-09,Tuesday,12,69.12
565932,23321,SMALL WHITE HEART OF WICKER,1,2011-09-08 10:35:00,1.65,16418.0,United Kingdom,2010-2011,False,2011,9,2011-09,Thursday,10,1.65
551995,21992,VINTAGE PAISLEY STATIONERY SET,3,2011-05-05 15:42:00,2.46,,United Kingdom,2010-2011,False,2011,5,2011-05,Thursday,15,7.38
550438,22149,FELTCRAFT 6 FLOWER FRIENDS,6,2011-04-18 12:16:00,2.1,15265.0,United Kingdom,2010-2011,False,2011,4,2011-04,Monday,12,12.600000000000001
539185,21034,REX CASH+CARRY JUMBO SHOPPER,2,2010-12-16 11:53:00,0.95,16470.0,United Kingdom,2010-2011,False,2010,12,2010-12,Thursday,11,1.9
491041,21825,PAINTED METAL TREE WITH HOLLY BELLS,2,2009-12-09 09:42:00,3.04,,United Kingdom,2009-2010,False,2009,12,2009-12,Wednesday,9,6.08
558199,22644,CERAMIC CHERRY CAKE MONEY BANK,4,2011-06-27 12:58:00,1.45,17110.0,United Kingdom,2010-2011,False,2011,6,2011-06,Monday,12,5.8
517861,21472,LADYBIRD + BEE RAFFIA FOOD COVER,2,2010-08-02 14:07:00,3.75,13090.0,United Kingdom,2009-2010,False,2010,8,2010-08,Monday,14,7.5
549100,21080,SET/20 RED RETROSPOT PAPER NAPKINS ,1,2011-04-06 11:14:00,2.46,,United Kingdom,2010-2011,False,2011,4,2011-04,Wednesday,11,2.46
505396,71459,HANGING JAM JAR T-LIGHT HOLDER,48,2010-04-22 09:50:00,0.85,16131.0,United Kingdom,2009-2010,False,2010,4,2010-04,Thursday,9,40.8
518662,21981,PACK OF 12 WOODLAND TISSUES ,2,2010-08-10 14:08:00,0.85,,United Kingdom,2009-2010,False,2010,8,2010-08,Tuesday,14,1.7
532799,20996,JAZZ HEARTS ADDRESS BOOK,4,2010-11-14 14:49:00,0.42,14599.0,United Kingdom,2009-2010,False,2010,11,2010-11,Sunday,14,1.68
574253,22574,HEART WOODEN CHRISTMAS DECORATION,12,2011-11-03 13:30:00,0.85,15252.0,United Kingdom,2010-2011,False,2011,11,2011-11,Thursday,13,10.2
516768,21004,ROSE DU SUD CHILDRENS APRON,3,2010-07-22 17:30:00,4.25,16588.0,United Kingdom,2009-2010,False,2010,7,2010-07,Thursday,17,12.75
513022,84975,HEART SHAPED MIRROR,6,2010-06-21 12:11:00,1.69,16623.0,United Kingdom,2009-2010,False,2010,6,2010-06,Monday,12,10.14
508874,22489,PACK OF 12 TRADITIONAL CRAYONS,6,2010-05-18 16:28:00,0.42,13097.0,United Kingdom,2009-2010,False,2010,5,2010-05,Tuesday,16,2.52
538177,72802C,VANILLA SCENT CANDLE JEWELLED BOX,1,2010-12-10 09:51:00,8.47,,United Kingdom,2010-2011,False,2010,12,2010-12,Friday,9,8.47
567424,21213,PACK OF 72 SKULL CAKE CASES,24,2011-09-20 11:16:00,0.55,16369.0,United Kingdom,2010-2011,False,2011,9,2011-09,Tuesday,11,13.200000000000001
502486,82607A,GLASS BONBON JAR PARFUME AUX FLEURE,1,2010-03-24 17:43:00,2.51,,United Kingdom,2009-2010,False,2010,3,2010-03,Wednesday,17,2.51
567671,21213,PACK OF 72 SKULL CAKE CASES,1,2011-09-21 15:34:00,1.25,,United Kingdom,2010-2011,False,2011,9,2011-09,Wednesday,15,1.25
553006,22382,LUNCH BAG SPACEBOY DESIGN ,10,2011-05-12 16:45:00,1.65,15544.0,United Kingdom,2010-2011,False,2011,5,2011-05,Thursday,16,16.5
572282,84380,SET OF 3 BUTTERFLY COOKIE CUTTERS,6,2011-10-23 11:39:00,1.45,17634.0,United Kingdom,2010-2011,False,2011,10,2011-10,Sunday,11,8.7
561614,22629,SPACEBOY LUNCH BOX ,12,2011-07-28 12:50:00,1.95,13871.0,United Kingdom,2010-2011,False,2011,7,2011-07,Thursday,12,23.4
540646,79030G,"TUMBLER, NEW ENGLAND",1,2011-01-10 14:32:00,12.72,,United Kingdom,2010-2011,False,2011,1,2011-01,Monday,14,12.72
514212,85123A,WHITE HANGING HEART T-LIGHT HOLDER,1,2010-06-30 17:04:00,2.95,14882.0,United Kingdom,2009-2010,False,2010,6,2010-06,Wednesday,17,2.95
549278,21977,PACK OF 60 PINK PAISLEY CAKE CASES,4,2011-04-07 13:16:00,0.55,16255.0,United Kingdom,2010-2011,False,2011,4,2011-04,Thursday,13,2.2
528507,22087,PAPER BUNTING WHITE LACE,1,2010-10-22 12:29:00,2.95,17841.0,United Kingdom,2009-2010,False,2010,10,2010-10,Friday,12,2.95
506434,21714,CITRONELLA CANDLE GARDEN POT,6,2010-04-29 15:34:00,1.25,13173.0,United Kingdom,2009-2010,False,2010,4,2010-04,Thursday,15,7.5
491422,21212,PACK OF 72 RETRO SPOT CAKE CASES,24,2009-12-10 19:35:00,0.55,17512.0,United Kingdom,2009-2010,False,2009,12,2009-12,Thursday,19,13.200000000000001
518681,85185B,PINK HORSE SOCK PUPPET,2,2010-08-10 17:09:00,2.95,17799.0,United Kingdom,2009-2010,False,2010,8,2010-08,Tuesday,17,5.9
543197,22916,HERB MARKER THYME,12,2011-02-04 12:36:00,0.65,12842.0,United Kingdom,2010-2011,False,2011,2,2011-02,Friday,12,7.800000000000001
558321,21935,SUKI  SHOULDER BAG,2,2011-06-28 11:53:00,4.13,,United Kingdom,2010-2011,False,2011,6,2011-06,Tuesday,11,8.26
541993,22469,HEART OF WICKER SMALL,2,2011-01-25 09:37:00,4.13,,United Kingdom,2010-2011,False,2011,1,2011-01,Tuesday,9,8.26
517402,20749,ASSORTED COLOUR MINI CASES,1,2010-07-29 10:43:00,16.98,,United Kingdom,2009-2010,False,2010,7,2010-07,Thursday,10,16.98
544304,20723,STRAWBERRY CHARLOTTE BAG,3,2011-02-17 13:47:00,0.85,18125.0,United Kingdom,2010-2011,False,2011,2,2011-02,Thursday,13,2.55
505710,22326,ROUND SNACK BOXES SET OF4 WOODLAND ,6,2010-04-25 12:36:00,2.95,12474.0,Germany,2009-2010,False,2010,4,2010-04,Sunday,12,17.700000000000003
537224,21695,SMALL SILVER FLOWER CANDLE POT,6,2010-12-05 16:24:00,2.95,13174.0,United Kingdom,2009-2010,False,2010,12,2010-12,Sunday,16,17.700000000000003
525755,20966,SANDWICH BATH SPONGE,1,2010-10-07 10:23:00,2.51,,United Kingdom,2009-2010,False,2010,10,2010-10,Thursday,10,2.51
541489,21559,STRAWBERRY LUNCH BOX WITH CUTLERY,3,2011-01-18 13:38:00,2.55,15023.0,United Kingdom,2010-2011,False,2011,1,2011-01,Tuesday,13,7.6499999999999995
527379,22578,WOODEN STAR CHRISTMAS SCANDINAVIAN,5,2010-10-17 12:52:00,0.85,13527.0,United Kingdom,2009-2010,False,2010,10,2010-10,Sunday,12,4.25
544586,21164,HOME SWEET HOME METAL SIGN ,4,2011-02-21 15:04:00,2.95,17338.0,United Kingdom,2010-2011,False,2011,2,2011-02,Monday,15,11.8
494212,22268,EASTER DECORATION SITTING BUNNY,3,2010-01-12 11:40:00,0.85,15002.0,United Kingdom,2009-2010,False,2010,1,2010-01,Tuesday,11,2.55
563718,20711,JUMBO BAG TOYS ,10,2011-08-18 16:18:00,2.08,15144.0,United Kingdom,2010-2011,False,2011,8,2011-08,Thursday,16,20.8
505729,15036,ASSORTED COLOURS SILK FAN,12,2010-04-25 14:19:00,0.75,12877.0,United Kingdom,2009-2010,False,2010,4,2010-04,Sunday,14,9.0
568719,21981,PACK OF 12 WOODLAND TISSUES ,1,2011-09-28 16:19:00,0.83,,United Kingdom,2010-2011,False,2011,9,2011-09,Wednesday,16,0.83
532577,22086,PAPER CHAIN KIT 50'S CHRISTMAS ,2,2010-11-12 14:05:00,2.95,16727.0,United Kingdom,2009-2010,False,2010,11,2010-11,Friday,14,5.9
568197,21930,JUMBO STORAGE BAG SKULLS,10,2011-09-25 14:52:00,2.08,16746.0,United Kingdom,2010-2011,False,2011,9,2011-09,Sunday,14,20.8
498721,22433,WATERING CAN GREEN DINOSAUR,12,2010-02-22 14:34:00,1.95,13178.0,United Kingdom,2009-2010,False,2010,2,2010-02,Monday,14,23.4
572225,23349,ROLL WRAP VINTAGE CHRISTMAS,12,2011-10-21 13:50:00,1.25,13157.0,United Kingdom,2010-2011,False,2011,10,2011-10,Friday,13,15.0
571931,21012,ANTIQUE ALL GLASS CANDLESTICK,2,2011-10-19 16:59:00,2.46,,United Kingdom,2010-2011,False,2011,10,2011-10,Wednesday,16,4.92
537154,22969,HOMEMADE JAM SCENTED CANDLES,36,2010-12-05 13:05:00,1.45,15808.0,United Kingdom,2009-2010,False,2010,12,2010-12,Sunday,13,52.199999999999996
577485,20755,BLUE PAISLEY POCKET BOOK,2,2011-11-20 11:56:00,0.85,16360.0,United Kingdom,2010-2011,False,2011,11,2011-11,Sunday,11,1.7
491528,21622,VINTAGE UNION JACK CUSHION COVER,1,2009-12-11 12:31:00,4.95,17344.0,United Kingdom,2009-2010,False,2009,12,2009-12,Friday,12,4.95
572306,23403,LETTER HOLDER HOME SWEET HOME,1,2011-10-23 15:11:00,3.75,17841.0,United Kingdom,2010-2011,False,2011,10,2011-10,Sunday,15,3.75
499013,21844,RETRO SPOT MUG,6,2010-02-24 12:14:00,2.95,12909.0,United Kingdom,2009-2010,False,2010,2,2010-02,Wednesday,12,17.700000000000003
501810,21217,RED SPOTTY ROUND CAKE TINS,1,2010-03-19 14:41:00,9.95,14911.0,EIRE,2009-2010,False,2010,3,2010-03,Friday,14,9.95
496863,85014C,BLUE/BROWN DOTS RUFFLED UMBRELLA,1,2010-02-04 12:08:00,5.95,16771.0,United Kingdom,2009-2010,False,2010,2,2010-02,Thursday,12,5.95
568949,21122,SET/10 PINK POLKADOT PARTY CANDLES,1,2011-09-29 15:13:00,2.46,,United Kingdom,2010-2011,False,2011,9,2011-09,Thursday,15,2.46
568712,23158,SET OF 5 LUCKY CAT MAGNETS ,1,2011-09-28 15:50:00,2.08,17841.0,United Kingdom,2010-2011,False,2011,9,2011-09,Wednesday,15,2.08
521815,22671,FRENCH LAUNDRY SIGN BLUE METAL,12,2010-09-08 15:28:00,1.65,13327.0,United Kingdom,2009-2010,False,2010,9,2010-09,Wednesday,15,19.799999999999997
527286,82484,WOOD BLACK BOARD ANT WHITE FINISH,3,2010-10-15 13:48:00,6.45,12987.0,United Kingdom,2009-2010,False,2010,10,2010-10,Friday,13,19.35
552472,22781,GUMBALL MAGAZINE RACK,2,2011-05-09 15:48:00,7.65,16503.0,United Kingdom,2010-2011,False,2011,5,2011-05,Monday,15,15.3
523713,35832,WOOLLY HAT SOCK GLOVE ADVENT STRING,36,2010-09-23 15:43:00,2.95,16546.0,United Kingdom,2009-2010,False,2010,9,2010-09,Thursday,15,106.2
535084,21823,PAINTED METAL HEART WITH HOLLY BELL,3,2010-11-25 09:46:00,1.45,14796.0,United Kingdom,2009-2010,False,2010,11,2010-11,Thursday,9,4.35
536617,85116,BLACK CANDELABRA T-LIGHT HOLDER,96,2010-12-02 10:17:00,0.65,13941.0,United Kingdom,2009-2010,False,2010,12,2010-12,Thursday,10,62.400000000000006
579301,22581,WOOD STOCKING CHRISTMAS SCANDISPOT,1,2011-11-29 11:32:00,0.29,18118.0,United Kingdom,2010-2011,False,2011,11,2011-11,Tuesday,11,0.29
494387,85059,FRENCH ENAMEL WATER BASIN,1,2010-01-14 09:46:00,7.62,,United Kingdom,2009-2010,False,2010,1,2010-01,Thursday,9,7.62
500353,20689,RETRO SISTERS EXPRESSO CUPS,24,2010-03-07 15:25:00,1.95,12668.0,Germany,2009-2010,False,2010,3,2010-03,Sunday,15,46.8
558862,23174,REGENCY SUGAR BOWL GREEN,4,2011-07-04 12:25:00,4.15,13901.0,United Kingdom,2010-2011,False,2011,7,2011-07,Monday,12,16.6
562955,21427,SKULLS STORAGE BOX SMALL,1,2011-08-11 10:14:00,4.96,,United Kingdom,2010-2011,False,2011,8,2011-08,Thursday,10,4.96
516629,21535,RED RETROSPOT SMALL MILK JUG,6,2010-07-22 10:09:00,2.55,16736.0,United Kingdom,2009-2010,False,2010,7,2010-07,Thursday,10,15.299999999999999
578344,21832,CHOCOLATE CALCULATOR,2,2011-11-24 09:21:00,3.29,,United Kingdom,2010-2011,False,2011,11,2011-11,Thursday,9,6.58
555107,23201,JUMBO BAG ALPHABET,10,2011-05-31 14:14:00,2.08,12594.0,Italy,2010-2011,False,2011,5,2011-05,Tuesday,14,20.8
547547,85123A,WHITE HANGING HEART T-LIGHT HOLDER,1,2011-03-23 15:30:00,5.79,,United Kingdom,2010-2011,False,2011,3,2011-03,Wednesday,15,5.79
544160,84457,SET/3 RABBITS FLOWER SKIPPPING ROPE,7,2011-02-16 12:49:00,0.85,16494.0,United Kingdom,2010-2011,False,2011,2,2011-02,Wednesday,12,5.95
513820,84375,SET OF 20 KIDS COOKIE CUTTERS,12,2010-06-29 10:35:00,1.95,12567.0,France,2009-2010,False,2010,6,2010-06,Tuesday,10,23.4
537880,21669,BLUE STRIPE CERAMIC DRAWER KNOB,12,2010-12-09 09:14:00,1.25,12963.0,United Kingdom,2009-2010,False,2010,12,2010-12,Thursday,9,15.0
523019,85071D,CHARLIE+LOLA MY ROOM DOOR SIGN,7,2010-09-20 11:24:00,2.55,17811.0,United Kingdom,2009-2010,False,2010,9,2010-09,Monday,11,17.849999999999998
552281,21984,PACK OF 12 PINK PAISLEY TISSUES ,24,2011-05-08 12:42:00,0.29,15704.0,United Kingdom,2010-2011,False,2011,5,2011-05,Sunday,12,6.959999999999999
541421,22678,FRENCH BLUE METAL DOOR SIGN 3,1,2011-01-17 17:44:00,2.46,,United Kingdom,2010-2011,False,2011,1,2011-01,Monday,17,2.46
525836,22699,ROSES REGENCY TEACUP AND SAUCER ,12,2010-10-07 12:18:00,2.95,14051.0,United Kingdom,2009-2010,False,2010,10,2010-10,Thursday,12,35.400000000000006
562353,22383,LUNCH BAG SUKI DESIGN ,20,2011-08-04 13:15:00,1.65,16180.0,United Kingdom,2010-2011,False,2011,8,2011-08,Thursday,13,33.0
571601,21621,VINTAGE UNION JACK BUNTING,4,2011-10-18 10:53:00,8.5,17073.0,United Kingdom,2010-2011,False,2011,10,2011-10,Tuesday,10,34.0
526679,22426,ENAMEL WASH BOWL CREAM,1,2010-10-12 16:08:00,3.75,17003.0,United Kingdom,2009-2010,False,2010,10,2010-10,Tuesday,16,3.75
529987,85123A,WHITE HANGING HEART T-LIGHT HOLDER,3,2010-10-31 15:54:00,2.95,18116.0,United Kingdom,2009-2010,False,2010,10,2010-10,Sunday,15,8.850000000000001
519887,21314,SMALL GLASS HEART TRINKET POT,8,2010-08-22 12:03:00,2.1,18260.0,United Kingdom,2009-2010,False,2010,8,2010-08,Sunday,12,16.8
571035,22381,TOY TIDY PINK POLKADOT,5,2011-10-13 12:50:00,2.1,12446.0,RSA,2010-2011,False,2011,10,2011-10,Thursday,12,10.5
519396,22087,PAPER BUNTING WHITE LACE,40,2010-08-16 15:36:00,2.55,15039.0,United Kingdom,2009-2010,False,2010,8,2010-08,Monday,15,102.0
553856,21916,SET 12 RETRO WHITE CHALK STICKS,1,2011-05-19 13:28:00,0.42,16813.0,United Kingdom,2010-2011,False,2011,5,2011-05,Thursday,13,0.42
579508,22988,SOLDIERS EGG CUP ,2,2011-11-29 16:33:00,2.46,,United Kingdom,2010-2011,False,2011,11,2011-11,Tuesday,16,4.92
501175,40016,CHINESE DRAGON PAPER LANTERNS,600,2010-03-15 11:00:00,0.25,13946.0,United Kingdom,2009-2010,False,2010,3,2010-03,Monday,11,150.0
537050,22834,HAND WARMER BABUSHKA DESIGN,2,2010-12-05 11:10:00,2.1,14800.0,United Kingdom,2009-2010,False,2010,12,2010-12,Sunday,11,4.2
522891,84562A,PINK/WHITE RIBBED MELAMINE JUG,2,2010-09-17 12:09:00,7.95,16371.0,United Kingdom,2009-2010,False,2010,9,2010-09,Friday,12,15.9
531028,85054,FRENCH ENAMEL POT W LID,6,2010-11-05 11:49:00,2.95,12712.0,Germany,2009-2010,False,2010,11,2010-11,Friday,11,17.700000000000003
511411,47566,PARTY BUNTING,2,2010-06-08 11:41:00,4.65,14535.0,United Kingdom,2009-2010,False,2010,6,2010-06,Tuesday,11,9.3
565612,23289,DOLLY GIRL CHILDRENS BOWL,8,2011-09-05 15:17:00,1.25,12616.0,France,2010-2011,False,2011,9,2011-09,Monday,15,10.0
538514,48116,DOORMAT MULTICOLOUR STRIPE,1,2010-12-12 14:27:00,7.95,15044.0,United Kingdom,2010-2011,False,2010,12,2010-12,Sunday,14,7.95
576078,23196,VINTAGE LEAF MAGNETIC NOTEPAD,2,2011-11-13 16:22:00,1.45,14432.0,United Kingdom,2010-2011,False,2011,11,2011-11,Sunday,16,2.9
569358,23368,SET 12 COLOUR PENCILS DOLLY GIRL ,16,2011-10-03 14:53:00,0.65,18257.0,United Kingdom,2010-2011,False,2011,10,2011-10,Monday,14,10.4
578843,22099,CARAVAN SQUARE TISSUE BOX,1,2011-11-25 16:13:00,0.39,17813.0,United Kingdom,2010-2011,False,2011,11,2011-11,Friday,16,0.39
516338,22659,LUNCH BOX I LOVE LONDON,12,2010-07-20 09:04:00,1.95,13418.0,United Kingdom,2009-2010,False,2010,7,2010-07,Tuesday,9,23.4
511452,22378,WALL TIDY RETROSPOT ,1,2010-06-08 12:44:00,4.21,,United Kingdom,2009-2010,False,2010,6,2010-06,Tuesday,12,4.21
557621,22361,GLASS JAR DAISY FRESH COTTON WOOL,6,2011-06-21 14:00:00,2.95,12444.0,Norway,2010-2011,False,2011,6,2011-06,Tuesday,14,17.700000000000003
561220,21731,RED TOADSTOOL LED NIGHT LIGHT,12,2011-07-26 09:20:00,1.65,17734.0,United Kingdom,2010-2011,False,2011,7,2011-07,Tuesday,9,19.799999999999997
572853,22821,GIFT BAG PSYCHEDELIC APPLES,12,2011-10-26 12:28:00,0.65,17712.0,United Kingdom,2010-2011,False,2011,10,2011-10,Wednesday,12,7.800000000000001
537823,22941,CHRISTMAS LIGHTS 10 REINDEER,3,2010-12-08 14:25:00,16.98,,United Kingdom,2009-2010,False,2010,12,2010-12,Wednesday,14,50.94
575930,21990,MODERN FLORAL STATIONERY SET,5,2011-11-11 17:58:00,2.46,,United Kingdom,2010-2011,False,2011,11,2011-11,Friday,17,12.3
523659,22755,SMALL PURPLE BABUSHKA NOTEBOOK ,1,2010-09-23 13:54:00,0.85,18096.0,United Kingdom,2009-2010,False,2010,9,2010-09,Thursday,13,0.85
519721,35965,FOLKART HEART NAPKIN RINGS,8,2010-08-19 16:28:00,2.95,14606.0,United Kingdom,2009-2010,False,2010,8,2010-08,Thursday,16,23.6
495277,20681,PINK SPOTTY CHILDS UMBRELLA,6,2010-01-22 11:41:00,3.25,14911.0,EIRE,2009-2010,False,2010,1,2010-01,Friday,11,19.5
579457,23201,JUMBO BAG ALPHABET,30,2011-11-29 14:20:00,2.08,14824.0,United Kingdom,2010-2011,False,2011,11,2011-11,Tuesday,14,62.400000000000006
579555,22086,PAPER CHAIN KIT 50'S CHRISTMAS ,6,2011-11-30 11:08:00,2.95,16241.0,United Kingdom,2010-2011,False,2011,11,2011-11,Wednesday,11,17.700000000000003
564140,23204,CHARLOTTE BAG APPLES DESIGN,10,2011-08-23 11:47:00,0.85,12621.0,Germany,2010-2011,False,2011,8,2011-08,Tuesday,11,8.5
578032,23108,SET OF 10 LED DOLLY LIGHTS,2,2011-11-22 13:41:00,6.25,16633.0,United Kingdom,2010-2011,False,2011,11,2011-11,Tuesday,13,12.5
545873,22623,BOX OF VINTAGE JIGSAW BLOCKS ,3,2011-03-07 14:54:00,4.95,13092.0,United Kingdom,2010-2011,False,2011,3,2011-03,Monday,14,14.850000000000001
546850,22030,SWALLOWS GREETING CARD,12,2011-03-17 13:20:00,0.42,13268.0,United Kingdom,2010-2011,False,2011,3,2011-03,Thursday,13,5.04
537434,21815,STAR  T-LIGHT HOLDER ,1,2010-12-06 16:57:00,2.98,,United Kingdom,2009-2010,False,2010,12,2010-12,Monday,16,2.98
570488,21356,TOAST ITS - FAIRY FLOWER,2,2011-10-10 17:12:00,0.83,14096.0,United Kingdom,2010-2011,False,2011,10,2011-10,Monday,17,1.66
539451,22572,ROCKING HORSE GREEN CHRISTMAS ,4,2010-12-17 16:59:00,1.66,,United Kingdom,2010-2011,False,2010,12,2010-12,Friday,16,6.64
578347,22156,HEART DECORATION WITH PEARLS ,2,2011-11-24 09:26:00,1.63,,United Kingdom,2010-2011,False,2011,11,2011-11,Thursday,9,3.26
529600,22411,JUMBO SHOPPER VINTAGE RED PAISLEY,10,2010-10-29 09:43:00,1.95,14194.0,United Kingdom,2009-2010,False,2010,10,2010-10,Friday,9,19.5
509071,84991,60 TEATIME FAIRY CAKE CASES,24,2010-05-20 11:41:00,0.55,16471.0,United Kingdom,2009-2010,False,2010,5,2010-05,Thursday,11,13.200000000000001
542228,20685,DOORMAT RED RETROSPOT,10,2011-01-26 13:37:00,6.75,13113.0,United Kingdom,2010-2011,False,2011,1,2011-01,Wednesday,13,67.5
524329,82482,WOODEN PICTURE FRAME WHITE FINISH,6,2010-09-28 15:10:00,2.55,15636.0,United Kingdom,2009-2010,False,2010,9,2010-09,Tuesday,15,15.299999999999999
527399,84832,ZINC WILLIE WINKIE  CANDLE STICK,12,2010-10-17 13:58:00,0.85,15590.0,United Kingdom,2009-2010,False,2010,10,2010-10,Sunday,13,10.2
512607,21535,RED RETROSPOT SMALL MILK JUG,6,2010-06-17 09:48:00,2.55,16134.0,United Kingdom,2009-2010,False,2010,6,2010-06,Thursday,9,15.299999999999999
526230,22694,WICKER STAR ,6,2010-10-10 15:27:00,2.1,13362.0,United Kingdom,2009-2010,False,2010,10,2010-10,Sunday,15,12.600000000000001
536732,21239,PINK  POLKADOT CUP,8,2010-12-02 12:47:00,0.85,15544.0,United Kingdom,2009-2010,False,2010,12,2010-12,Thursday,12,6.8
536003,21361,LOVE LARGE WOOD LETTERS ,1,2010-11-29 14:36:00,12.75,16049.0,United Kingdom,2009-2010,False,2010,11,2010-11,Monday,14,12.75
510675,20983,12 PENCILS TALL TUBE RED SPOTTY,2,2010-06-02 16:20:00,0.85,17841.0,United Kingdom,2009-2010,False,2010,6,2010-06,Wednesday,16,1.7
